year,category,film,name,status,gender,movies.title,movies.year,movies.bt_score,movies.dubious,movies.imdbid,movies.tmdbId,movies.popularity,movies.release_date,movies.revenue,movies.vote_average,movies.vote_count,movies.budget,movies.crew_female_representation,Genre,Production Company,Production Country
2011,BEST PICTURE,Hugo,Graham King,nominated,male,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Family,Paramount,United Kingdom
2011,BEST PICTURE,Hugo,Graham King,nominated,male,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Family,Paramount,United States of America
2011,BEST PICTURE,Hugo,Graham King,nominated,male,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Family,Infinitum Nihil,United Kingdom
2011,BEST PICTURE,Hugo,Graham King,nominated,male,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Family,Infinitum Nihil,United States of America
2011,BEST PICTURE,Hugo,Martin Scorsese,nominated,male,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Adventure,Paramount,United Kingdom
2011,BEST PICTURE,Hugo,Martin Scorsese,nominated,male,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Adventure,Paramount,United States of America
2011,BEST PICTURE,Hugo,Martin Scorsese,nominated,male,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Adventure,Infinitum Nihil,United Kingdom
2011,BEST PICTURE,Hugo,Martin Scorsese,nominated,male,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Adventure,Infinitum Nihil,United States of America
2011,BEST PICTURE,Hugo,Martin Scorsese,nominated,male,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Drama,Paramount,United Kingdom
2011,BEST PICTURE,Hugo,Martin Scorsese,nominated,male,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Drama,Paramount,United States of America
2011,BEST PICTURE,Hugo,Martin Scorsese,nominated,male,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Drama,Infinitum Nihil,United Kingdom
2011,BEST PICTURE,Hugo,Martin Scorsese,nominated,male,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Drama,Infinitum Nihil,United States of America
2011,BEST PICTURE,Hugo,Martin Scorsese,nominated,male,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Family,Paramount,United Kingdom
2011,BEST PICTURE,Hugo,Martin Scorsese,nominated,male,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Family,Paramount,United States of America
2011,BEST PICTURE,Hugo,Martin Scorsese,nominated,male,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Family,Infinitum Nihil,United Kingdom
2011,BEST PICTURE,Hugo,Martin Scorsese,nominated,male,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Family,Infinitum Nihil,United States of America
2011,WRITING,Hugo,John Logan,nominated,male,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Adventure,Paramount,United Kingdom
2011,WRITING,Hugo,John Logan,nominated,male,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Adventure,Paramount,United States of America
2011,WRITING,Hugo,John Logan,nominated,male,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Adventure,Infinitum Nihil,United Kingdom
2011,WRITING,Hugo,John Logan,nominated,male,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Adventure,Infinitum Nihil,United States of America
2011,WRITING,Hugo,John Logan,nominated,male,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Drama,Paramount,United Kingdom
2011,WRITING,Hugo,John Logan,nominated,male,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Drama,Paramount,United States of America
2011,WRITING,Hugo,John Logan,nominated,male,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Drama,Infinitum Nihil,United Kingdom
2011,WRITING,Hugo,John Logan,nominated,male,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Drama,Infinitum Nihil,United States of America
2011,WRITING,Hugo,John Logan,nominated,male,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Family,Paramount,United Kingdom
2011,WRITING,Hugo,John Logan,nominated,male,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Family,Paramount,United States of America
2011,WRITING,Hugo,John Logan,nominated,male,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Family,Infinitum Nihil,United Kingdom
2011,WRITING,Hugo,John Logan,nominated,male,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Family,Infinitum Nihil,United States of America
2011,COSTUME DESIGN,Hugo,Sandy Powell,nominated,female,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Adventure,Paramount,United Kingdom
2011,COSTUME DESIGN,Hugo,Sandy Powell,nominated,female,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Adventure,Paramount,United States of America
2011,COSTUME DESIGN,Hugo,Sandy Powell,nominated,female,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Adventure,Infinitum Nihil,United Kingdom
2011,COSTUME DESIGN,Hugo,Sandy Powell,nominated,female,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Adventure,Infinitum Nihil,United States of America
2011,COSTUME DESIGN,Hugo,Sandy Powell,nominated,female,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Drama,Paramount,United Kingdom
2011,COSTUME DESIGN,Hugo,Sandy Powell,nominated,female,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Drama,Paramount,United States of America
2011,COSTUME DESIGN,Hugo,Sandy Powell,nominated,female,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Drama,Infinitum Nihil,United Kingdom
2011,COSTUME DESIGN,Hugo,Sandy Powell,nominated,female,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Drama,Infinitum Nihil,United States of America
2011,COSTUME DESIGN,Hugo,Sandy Powell,nominated,female,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Family,Paramount,United Kingdom
2011,COSTUME DESIGN,Hugo,Sandy Powell,nominated,female,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Family,Paramount,United States of America
2011,COSTUME DESIGN,Hugo,Sandy Powell,nominated,female,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Family,Infinitum Nihil,United Kingdom
2011,COSTUME DESIGN,Hugo,Sandy Powell,nominated,female,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Family,Infinitum Nihil,United States of America
2011,FILM EDITING,Hugo,Thelma Schoonmaker,nominated,female,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Adventure,Paramount,United Kingdom
2011,FILM EDITING,Hugo,Thelma Schoonmaker,nominated,female,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Adventure,Paramount,United States of America
2011,FILM EDITING,Hugo,Thelma Schoonmaker,nominated,female,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Adventure,Infinitum Nihil,United Kingdom
2011,FILM EDITING,Hugo,Thelma Schoonmaker,nominated,female,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Adventure,Infinitum Nihil,United States of America
2011,FILM EDITING,Hugo,Thelma Schoonmaker,nominated,female,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Drama,Paramount,United Kingdom
2011,FILM EDITING,Hugo,Thelma Schoonmaker,nominated,female,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Drama,Paramount,United States of America
2011,FILM EDITING,Hugo,Thelma Schoonmaker,nominated,female,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Drama,Infinitum Nihil,United Kingdom
2011,FILM EDITING,Hugo,Thelma Schoonmaker,nominated,female,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Drama,Infinitum Nihil,United States of America
2011,FILM EDITING,Hugo,Thelma Schoonmaker,nominated,female,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Family,Paramount,United Kingdom
2011,FILM EDITING,Hugo,Thelma Schoonmaker,nominated,female,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Family,Paramount,United States of America
2011,FILM EDITING,Hugo,Thelma Schoonmaker,nominated,female,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Family,Infinitum Nihil,United Kingdom
2011,FILM EDITING,Hugo,Thelma Schoonmaker,nominated,female,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Family,Infinitum Nihil,United States of America
2011,DIRECTING,Hugo,Martin Scorsese,nominated,male,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Adventure,Paramount,United Kingdom
2011,DIRECTING,Hugo,Martin Scorsese,nominated,male,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Adventure,Paramount,United States of America
2011,DIRECTING,Hugo,Martin Scorsese,nominated,male,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Adventure,Infinitum Nihil,United Kingdom
2011,DIRECTING,Hugo,Martin Scorsese,nominated,male,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Adventure,Infinitum Nihil,United States of America
2011,DIRECTING,Hugo,Martin Scorsese,nominated,male,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Drama,Paramount,United Kingdom
2011,DIRECTING,Hugo,Martin Scorsese,nominated,male,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Drama,Paramount,United States of America
2011,DIRECTING,Hugo,Martin Scorsese,nominated,male,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Drama,Infinitum Nihil,United Kingdom
2011,DIRECTING,Hugo,Martin Scorsese,nominated,male,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Drama,Infinitum Nihil,United States of America
2011,DIRECTING,Hugo,Martin Scorsese,nominated,male,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Family,Paramount,United Kingdom
2011,DIRECTING,Hugo,Martin Scorsese,nominated,male,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Family,Paramount,United States of America
2011,DIRECTING,Hugo,Martin Scorsese,nominated,male,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Family,Infinitum Nihil,United Kingdom
2011,DIRECTING,Hugo,Martin Scorsese,nominated,male,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Family,Infinitum Nihil,United States of America
2011,CINEMATOGRAPHY,Hugo,Robert Richardson,winner,male,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Adventure,Paramount,United Kingdom
2011,CINEMATOGRAPHY,Hugo,Robert Richardson,winner,male,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Adventure,Paramount,United States of America
2011,CINEMATOGRAPHY,Hugo,Robert Richardson,winner,male,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Adventure,Infinitum Nihil,United Kingdom
2011,CINEMATOGRAPHY,Hugo,Robert Richardson,winner,male,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Adventure,Infinitum Nihil,United States of America
2011,CINEMATOGRAPHY,Hugo,Robert Richardson,winner,male,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Drama,Paramount,United Kingdom
2011,CINEMATOGRAPHY,Hugo,Robert Richardson,winner,male,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Drama,Paramount,United States of America
2011,CINEMATOGRAPHY,Hugo,Robert Richardson,winner,male,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Drama,Infinitum Nihil,United Kingdom
2011,CINEMATOGRAPHY,Hugo,Robert Richardson,winner,male,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Drama,Infinitum Nihil,United States of America
2011,CINEMATOGRAPHY,Hugo,Robert Richardson,winner,male,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Family,Paramount,United Kingdom
2011,CINEMATOGRAPHY,Hugo,Robert Richardson,winner,male,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Family,Paramount,United States of America
2011,CINEMATOGRAPHY,Hugo,Robert Richardson,winner,male,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Family,Infinitum Nihil,United Kingdom
2011,CINEMATOGRAPHY,Hugo,Robert Richardson,winner,male,Hugo,2011,3,1,970179,44826,22.43,22-11-2011,185770160,7.2,6168,170000000,20,Family,Infinitum Nihil,United States of America
1980,COSTUME DESIGN,Somewhere in Time,Jean-Pierre Dorleac,nominated,male,Somewhere in Time,1980,2,0,81534,16633,8.42,02-10-1980,0,7.5,411,5100000,13.33,Drama,Universal Pictures,United States of America
1980,COSTUME DESIGN,Somewhere in Time,Jean-Pierre Dorleac,nominated,male,Somewhere in Time,1980,2,0,81534,16633,8.42,02-10-1980,0,7.5,411,5100000,13.33,Drama,Rastar Productions,United States of America
1980,COSTUME DESIGN,Somewhere in Time,Jean-Pierre Dorleac,nominated,male,Somewhere in Time,1980,2,0,81534,16633,8.42,02-10-1980,0,7.5,411,5100000,13.33,Fantasy,Universal Pictures,United States of America
1980,COSTUME DESIGN,Somewhere in Time,Jean-Pierre Dorleac,nominated,male,Somewhere in Time,1980,2,0,81534,16633,8.42,02-10-1980,0,7.5,411,5100000,13.33,Fantasy,Rastar Productions,United States of America
1980,COSTUME DESIGN,Somewhere in Time,Jean-Pierre Dorleac,nominated,male,Somewhere in Time,1980,2,0,81534,16633,8.42,02-10-1980,0,7.5,411,5100000,13.33,Romance,Universal Pictures,United States of America
1980,COSTUME DESIGN,Somewhere in Time,Jean-Pierre Dorleac,nominated,male,Somewhere in Time,1980,2,0,81534,16633,8.42,02-10-1980,0,7.5,411,5100000,13.33,Romance,Rastar Productions,United States of America
1981,WRITING,On Golden Pond,Ernest Thompson,winner,male,On Golden Pond,1981,1,0,82846,11816,7.22,01-12-1981,119285432,7.3,347,15000000,12.28,Drama,Universal Pictures,United States of America
1981,BEST PICTURE,On Golden Pond,Bruce Gilbert,nominated,male,On Golden Pond,1981,1,0,82846,11816,7.22,01-12-1981,119285432,7.3,347,15000000,12.28,Drama,Universal Pictures,United States of America
1981,CINEMATOGRAPHY,On Golden Pond,Billy Williams,nominated,male,On Golden Pond,1981,1,0,82846,11816,7.22,01-12-1981,119285432,7.3,347,15000000,12.28,Drama,Universal Pictures,United States of America
1981,DIRECTING,On Golden Pond,Mark Rydell,nominated,male,On Golden Pond,1981,1,0,82846,11816,7.22,01-12-1981,119285432,7.3,347,15000000,12.28,Drama,Universal Pictures,United States of America
1981,FILM EDITING,On Golden Pond,Robert L. Wolfe,nominated,male,On Golden Pond,1981,1,0,82846,11816,7.22,01-12-1981,119285432,7.3,347,15000000,12.28,Drama,Universal Pictures,United States of America
2011,COSTUME DESIGN,W.E.,Arianne Phillips,nominated,female,W.E.,2011,3,0,1536048,80591,8.36,01-09-2011,868439,6.1,164,15000000,33.33,Drama,Semtex Films,United Kingdom
2011,COSTUME DESIGN,W.E.,Arianne Phillips,nominated,female,W.E.,2011,3,0,1536048,80591,8.36,01-09-2011,868439,6.1,164,15000000,33.33,Drama,IM Global,United Kingdom
2011,COSTUME DESIGN,W.E.,Arianne Phillips,nominated,female,W.E.,2011,3,0,1536048,80591,8.36,01-09-2011,868439,6.1,164,15000000,33.33,Romance,Semtex Films,United Kingdom
2011,COSTUME DESIGN,W.E.,Arianne Phillips,nominated,female,W.E.,2011,3,0,1536048,80591,8.36,01-09-2011,868439,6.1,164,15000000,33.33,Romance,IM Global,United Kingdom
1981,WRITING,Pennies from Heaven,Dennis Potter,nominated,male,Pennies from Heaven,1981,1,0,82894,17450,5.59,11-12-1981,9171289,6.2,69,22000000,5,Drama,Hera Productions,United States of America
1981,WRITING,Pennies from Heaven,Dennis Potter,nominated,male,Pennies from Heaven,1981,1,0,82894,17450,5.59,11-12-1981,9171289,6.2,69,22000000,5,Drama,SLM Production Group,United States of America
1981,WRITING,Pennies from Heaven,Dennis Potter,nominated,male,Pennies from Heaven,1981,1,0,82894,17450,5.59,11-12-1981,9171289,6.2,69,22000000,5,Music,Hera Productions,United States of America
1981,WRITING,Pennies from Heaven,Dennis Potter,nominated,male,Pennies from Heaven,1981,1,0,82894,17450,5.59,11-12-1981,9171289,6.2,69,22000000,5,Music,SLM Production Group,United States of America
1981,WRITING,Pennies from Heaven,Dennis Potter,nominated,male,Pennies from Heaven,1981,1,0,82894,17450,5.59,11-12-1981,9171289,6.2,69,22000000,5,Romance,Hera Productions,United States of America
1981,WRITING,Pennies from Heaven,Dennis Potter,nominated,male,Pennies from Heaven,1981,1,0,82894,17450,5.59,11-12-1981,9171289,6.2,69,22000000,5,Romance,SLM Production Group,United States of America
1981,COSTUME DESIGN,Pennies from Heaven,Bob Mackie,nominated,male,Pennies from Heaven,1981,1,0,82894,17450,5.59,11-12-1981,9171289,6.2,69,22000000,5,Drama,Hera Productions,United States of America
1981,COSTUME DESIGN,Pennies from Heaven,Bob Mackie,nominated,male,Pennies from Heaven,1981,1,0,82894,17450,5.59,11-12-1981,9171289,6.2,69,22000000,5,Drama,SLM Production Group,United States of America
1981,COSTUME DESIGN,Pennies from Heaven,Bob Mackie,nominated,male,Pennies from Heaven,1981,1,0,82894,17450,5.59,11-12-1981,9171289,6.2,69,22000000,5,Music,Hera Productions,United States of America
1981,COSTUME DESIGN,Pennies from Heaven,Bob Mackie,nominated,male,Pennies from Heaven,1981,1,0,82894,17450,5.59,11-12-1981,9171289,6.2,69,22000000,5,Music,SLM Production Group,United States of America
1981,COSTUME DESIGN,Pennies from Heaven,Bob Mackie,nominated,male,Pennies from Heaven,1981,1,0,82894,17450,5.59,11-12-1981,9171289,6.2,69,22000000,5,Romance,Hera Productions,United States of America
1981,COSTUME DESIGN,Pennies from Heaven,Bob Mackie,nominated,male,Pennies from Heaven,1981,1,0,82894,17450,5.59,11-12-1981,9171289,6.2,69,22000000,5,Romance,SLM Production Group,United States of America
1981,WRITING,Ragtime,Michael Weller,nominated,male,Ragtime,1981,2,0,82970,25566,5.95,20-11-1981,0,7.1,109,0,16.67,Drama,Paramount,United States of America
1981,WRITING,Ragtime,Michael Weller,nominated,male,Ragtime,1981,2,0,82970,25566,5.95,20-11-1981,0,7.1,109,0,16.67,Drama,Dino De Laurentiis Company,United States of America
1981,WRITING,Ragtime,Michael Weller,nominated,male,Ragtime,1981,2,0,82970,25566,5.95,20-11-1981,0,7.1,109,0,16.67,History,Paramount,United States of America
1981,WRITING,Ragtime,Michael Weller,nominated,male,Ragtime,1981,2,0,82970,25566,5.95,20-11-1981,0,7.1,109,0,16.67,History,Dino De Laurentiis Company,United States of America
1981,COSTUME DESIGN,Ragtime,Anna Hill Johnstone,nominated,female,Ragtime,1981,2,0,82970,25566,5.95,20-11-1981,0,7.1,109,0,16.67,Drama,Paramount,United States of America
1981,COSTUME DESIGN,Ragtime,Anna Hill Johnstone,nominated,female,Ragtime,1981,2,0,82970,25566,5.95,20-11-1981,0,7.1,109,0,16.67,Drama,Dino De Laurentiis Company,United States of America
1981,COSTUME DESIGN,Ragtime,Anna Hill Johnstone,nominated,female,Ragtime,1981,2,0,82970,25566,5.95,20-11-1981,0,7.1,109,0,16.67,History,Paramount,United States of America
1981,COSTUME DESIGN,Ragtime,Anna Hill Johnstone,nominated,female,Ragtime,1981,2,0,82970,25566,5.95,20-11-1981,0,7.1,109,0,16.67,History,Dino De Laurentiis Company,United States of America
1981,CINEMATOGRAPHY,Ragtime,Miroslav Ondricek,nominated,male,Ragtime,1981,2,0,82970,25566,5.95,20-11-1981,0,7.1,109,0,16.67,Drama,Paramount,United States of America
1981,CINEMATOGRAPHY,Ragtime,Miroslav Ondricek,nominated,male,Ragtime,1981,2,0,82970,25566,5.95,20-11-1981,0,7.1,109,0,16.67,Drama,Dino De Laurentiis Company,United States of America
1981,CINEMATOGRAPHY,Ragtime,Miroslav Ondricek,nominated,male,Ragtime,1981,2,0,82970,25566,5.95,20-11-1981,0,7.1,109,0,16.67,History,Paramount,United States of America
1981,CINEMATOGRAPHY,Ragtime,Miroslav Ondricek,nominated,male,Ragtime,1981,2,0,82970,25566,5.95,20-11-1981,0,7.1,109,0,16.67,History,Dino De Laurentiis Company,United States of America
1981,WRITING,Chariots of Fire,Colin Welland,winner,male,Chariots of Fire,1981,1,0,82158,9443,9.95,15-05-1981,58972904,6.9,671,5500000,16.67,Drama,The Ladd Company,United Kingdom
1981,WRITING,Chariots of Fire,Colin Welland,winner,male,Chariots of Fire,1981,1,0,82158,9443,9.95,15-05-1981,58972904,6.9,671,5500000,16.67,Drama,Enigma Productions,United Kingdom
1981,WRITING,Chariots of Fire,Colin Welland,winner,male,Chariots of Fire,1981,1,0,82158,9443,9.95,15-05-1981,58972904,6.9,671,5500000,16.67,History,The Ladd Company,United Kingdom
1981,WRITING,Chariots of Fire,Colin Welland,winner,male,Chariots of Fire,1981,1,0,82158,9443,9.95,15-05-1981,58972904,6.9,671,5500000,16.67,History,Enigma Productions,United Kingdom
1981,BEST PICTURE,Chariots of Fire,David Puttnam,winner,male,Chariots of Fire,1981,1,0,82158,9443,9.95,15-05-1981,58972904,6.9,671,5500000,16.67,Drama,The Ladd Company,United Kingdom
1981,BEST PICTURE,Chariots of Fire,David Puttnam,winner,male,Chariots of Fire,1981,1,0,82158,9443,9.95,15-05-1981,58972904,6.9,671,5500000,16.67,Drama,Enigma Productions,United Kingdom
1981,BEST PICTURE,Chariots of Fire,David Puttnam,winner,male,Chariots of Fire,1981,1,0,82158,9443,9.95,15-05-1981,58972904,6.9,671,5500000,16.67,History,The Ladd Company,United Kingdom
1981,BEST PICTURE,Chariots of Fire,David Puttnam,winner,male,Chariots of Fire,1981,1,0,82158,9443,9.95,15-05-1981,58972904,6.9,671,5500000,16.67,History,Enigma Productions,United Kingdom
1981,COSTUME DESIGN,Chariots of Fire,Milena Canonero,winner,female,Chariots of Fire,1981,1,0,82158,9443,9.95,15-05-1981,58972904,6.9,671,5500000,16.67,Drama,The Ladd Company,United Kingdom
1981,COSTUME DESIGN,Chariots of Fire,Milena Canonero,winner,female,Chariots of Fire,1981,1,0,82158,9443,9.95,15-05-1981,58972904,6.9,671,5500000,16.67,Drama,Enigma Productions,United Kingdom
1981,COSTUME DESIGN,Chariots of Fire,Milena Canonero,winner,female,Chariots of Fire,1981,1,0,82158,9443,9.95,15-05-1981,58972904,6.9,671,5500000,16.67,History,The Ladd Company,United Kingdom
1981,COSTUME DESIGN,Chariots of Fire,Milena Canonero,winner,female,Chariots of Fire,1981,1,0,82158,9443,9.95,15-05-1981,58972904,6.9,671,5500000,16.67,History,Enigma Productions,United Kingdom
1981,FILM EDITING,Chariots of Fire,Terry Rawlings,nominated,male,Chariots of Fire,1981,1,0,82158,9443,9.95,15-05-1981,58972904,6.9,671,5500000,16.67,Drama,The Ladd Company,United Kingdom
1981,FILM EDITING,Chariots of Fire,Terry Rawlings,nominated,male,Chariots of Fire,1981,1,0,82158,9443,9.95,15-05-1981,58972904,6.9,671,5500000,16.67,Drama,Enigma Productions,United Kingdom
1981,FILM EDITING,Chariots of Fire,Terry Rawlings,nominated,male,Chariots of Fire,1981,1,0,82158,9443,9.95,15-05-1981,58972904,6.9,671,5500000,16.67,History,The Ladd Company,United Kingdom
1981,FILM EDITING,Chariots of Fire,Terry Rawlings,nominated,male,Chariots of Fire,1981,1,0,82158,9443,9.95,15-05-1981,58972904,6.9,671,5500000,16.67,History,Enigma Productions,United Kingdom
1981,DIRECTING,Chariots of Fire,Hugh Hudson,nominated,male,Chariots of Fire,1981,1,0,82158,9443,9.95,15-05-1981,58972904,6.9,671,5500000,16.67,Drama,The Ladd Company,United Kingdom
1981,DIRECTING,Chariots of Fire,Hugh Hudson,nominated,male,Chariots of Fire,1981,1,0,82158,9443,9.95,15-05-1981,58972904,6.9,671,5500000,16.67,Drama,Enigma Productions,United Kingdom
1981,DIRECTING,Chariots of Fire,Hugh Hudson,nominated,male,Chariots of Fire,1981,1,0,82158,9443,9.95,15-05-1981,58972904,6.9,671,5500000,16.67,History,The Ladd Company,United Kingdom
1981,DIRECTING,Chariots of Fire,Hugh Hudson,nominated,male,Chariots of Fire,1981,1,0,82158,9443,9.95,15-05-1981,58972904,6.9,671,5500000,16.67,History,Enigma Productions,United Kingdom
1981,CINEMATOGRAPHY,Excalibur,Alex Thomson,nominated,male,Excalibur,1981,1,0,82348,11527,10.36,10-04-1981,34967437,7,750,11000000,0,Adventure,Orion Pictures,United Kingdom
1981,CINEMATOGRAPHY,Excalibur,Alex Thomson,nominated,male,Excalibur,1981,1,0,82348,11527,10.36,10-04-1981,34967437,7,750,11000000,0,Adventure,Cinema 84,United Kingdom
1981,CINEMATOGRAPHY,Excalibur,Alex Thomson,nominated,male,Excalibur,1981,1,0,82348,11527,10.36,10-04-1981,34967437,7,750,11000000,0,Fantasy,Orion Pictures,United Kingdom
1981,CINEMATOGRAPHY,Excalibur,Alex Thomson,nominated,male,Excalibur,1981,1,0,82348,11527,10.36,10-04-1981,34967437,7,750,11000000,0,Fantasy,Cinema 84,United Kingdom
1982,WRITING,Tootsie,Larry Gelbart,nominated,male,Tootsie,1982,1,0,84805,9576,9.86,10-06-1982,177200000,7.2,1395,21000000,15.79,Comedy,Mirage Enterprises,United States of America
1982,WRITING,Tootsie,Larry Gelbart,nominated,male,Tootsie,1982,1,0,84805,9576,9.86,10-06-1982,177200000,7.2,1395,21000000,15.79,Comedy,Punch Productions,United States of America
1982,WRITING,Tootsie,Larry Gelbart,nominated,male,Tootsie,1982,1,0,84805,9576,9.86,10-06-1982,177200000,7.2,1395,21000000,15.79,Romance,Mirage Enterprises,United States of America
