year,category,film,name,status,gender,movies.title,movies.year,movies.bt_score,movies.dubious,movies.imdbid,movies.tmdbId,movies.popularity,movies.release_date,movies.revenue,movies.vote_average,movies.vote_count,movies.budget,movies.crew_female_representation,Genre,Production Company,Production Country
1940,WRITING,The Great Dictator,Charles Chaplin,nominated,male,The Great Dictator,1940,3,0,32553,914,15.78,15-10-1940,11000000,8.4,2616,2000000,0,Comedy,Roy Export Company Establishment,United States of America
1940,WRITING,The Great Dictator,Charles Chaplin,nominated,male,The Great Dictator,1940,3,0,32553,914,15.78,15-10-1940,11000000,8.4,2616,2000000,0,Comedy,United Artists,United States of America
1940,WRITING,The Great Dictator,Charles Chaplin,nominated,male,The Great Dictator,1940,3,0,32553,914,15.78,15-10-1940,11000000,8.4,2616,2000000,0,War,Roy Export Company Establishment,United States of America
1940,WRITING,The Great Dictator,Charles Chaplin,nominated,male,The Great Dictator,1940,3,0,32553,914,15.78,15-10-1940,11000000,8.4,2616,2000000,0,War,United Artists,United States of America
1940,WRITING,The Philadelphia Story,Donald Ogden Stewart,winner,male,The Philadelphia Story,1940,3,1,32904,981,7.64,05-12-1940,0,7.7,663,0,0,Comedy,Metro-Goldwyn-Mayer,United States of America
1940,WRITING,The Philadelphia Story,Donald Ogden Stewart,winner,male,The Philadelphia Story,1940,3,1,32904,981,7.64,05-12-1940,0,7.7,663,0,0,Romance,Metro-Goldwyn-Mayer,United States of America
1940,DIRECTING,The Philadelphia Story,George Cukor,nominated,male,The Philadelphia Story,1940,3,1,32904,981,7.64,05-12-1940,0,7.7,663,0,0,Comedy,Metro-Goldwyn-Mayer,United States of America
1940,DIRECTING,The Philadelphia Story,George Cukor,nominated,male,The Philadelphia Story,1940,3,1,32904,981,7.64,05-12-1940,0,7.7,663,0,0,Romance,Metro-Goldwyn-Mayer,United States of America
1934,FILM EDITING,Cleopatra,Anne Bauchens,nominated,female,Cleopatra,1934,1,0,24991,43902,4.3,05-10-1934,0,6.1,50,0,5.88,Drama,Paramount,United States of America
1934,FILM EDITING,Cleopatra,Anne Bauchens,nominated,female,Cleopatra,1934,1,0,24991,43902,4.3,05-10-1934,0,6.1,50,0,5.88,Romance,Paramount,United States of America
1934,FILM EDITING,Cleopatra,Anne Bauchens,nominated,female,Cleopatra,1934,1,0,24991,43902,4.3,05-10-1934,0,6.1,50,0,5.88,War,Paramount,United States of America
1934,FILM EDITING,Cleopatra,Anne Bauchens,nominated,female,Cleopatra,1934,1,0,24991,43902,4.3,05-10-1934,0,6.1,50,0,5.88,History,Paramount,United States of America
1934,CINEMATOGRAPHY,Cleopatra,Victor Milner,winner,male,Cleopatra,1934,1,0,24991,43902,4.3,05-10-1934,0,6.1,50,0,5.88,Drama,Paramount,United States of America
1934,CINEMATOGRAPHY,Cleopatra,Victor Milner,winner,male,Cleopatra,1934,1,0,24991,43902,4.3,05-10-1934,0,6.1,50,0,5.88,Romance,Paramount,United States of America
1934,CINEMATOGRAPHY,Cleopatra,Victor Milner,winner,male,Cleopatra,1934,1,0,24991,43902,4.3,05-10-1934,0,6.1,50,0,5.88,War,Paramount,United States of America
1934,CINEMATOGRAPHY,Cleopatra,Victor Milner,winner,male,Cleopatra,1934,1,0,24991,43902,4.3,05-10-1934,0,6.1,50,0,5.88,History,Paramount,United States of America
1941,WRITING,The Devil and Miss Jones,Norman Krasna,nominated,male,The Devil and Miss Jones,1941,3,0,33533,43801,3.28,11-04-1941,0,7.8,34,0,7.14,Comedy,Frank Ross-Norma Krasna Inc.,United States of America
1941,WRITING,The Devil and Miss Jones,Norman Krasna,nominated,male,The Devil and Miss Jones,1941,3,0,33533,43801,3.28,11-04-1941,0,7.8,34,0,7.14,Romance,Frank Ross-Norma Krasna Inc.,United States of America
1941,WRITING,Meet John Doe,Richard Connell,nominated,male,Meet John Doe,1941,3,0,33891,32574,5.85,14-03-1941,2000000,7.4,171,0,6.67,Comedy,Frank Capra Productions,United States of America
1941,WRITING,Meet John Doe,Richard Connell,nominated,male,Meet John Doe,1941,3,0,33891,32574,5.85,14-03-1941,2000000,7.4,171,0,6.67,Comedy,Warner Bros. Pictures,United States of America
1941,WRITING,Meet John Doe,Richard Connell,nominated,male,Meet John Doe,1941,3,0,33891,32574,5.85,14-03-1941,2000000,7.4,171,0,6.67,Drama,Frank Capra Productions,United States of America
1941,WRITING,Meet John Doe,Richard Connell,nominated,male,Meet John Doe,1941,3,0,33891,32574,5.85,14-03-1941,2000000,7.4,171,0,6.67,Drama,Warner Bros. Pictures,United States of America
1941,WRITING,Meet John Doe,Richard Connell,nominated,male,Meet John Doe,1941,3,0,33891,32574,5.85,14-03-1941,2000000,7.4,171,0,6.67,Romance,Frank Capra Productions,United States of America
1941,WRITING,Meet John Doe,Richard Connell,nominated,male,Meet John Doe,1941,3,0,33891,32574,5.85,14-03-1941,2000000,7.4,171,0,6.67,Romance,Warner Bros. Pictures,United States of America
1941,WRITING,Meet John Doe,Robert Presnell,nominated,male,Meet John Doe,1941,3,0,33891,32574,5.85,14-03-1941,2000000,7.4,171,0,6.67,Comedy,Frank Capra Productions,United States of America
1941,WRITING,Meet John Doe,Robert Presnell,nominated,male,Meet John Doe,1941,3,0,33891,32574,5.85,14-03-1941,2000000,7.4,171,0,6.67,Comedy,Warner Bros. Pictures,United States of America
1941,WRITING,Meet John Doe,Robert Presnell,nominated,male,Meet John Doe,1941,3,0,33891,32574,5.85,14-03-1941,2000000,7.4,171,0,6.67,Drama,Frank Capra Productions,United States of America
1941,WRITING,Meet John Doe,Robert Presnell,nominated,male,Meet John Doe,1941,3,0,33891,32574,5.85,14-03-1941,2000000,7.4,171,0,6.67,Drama,Warner Bros. Pictures,United States of America
1941,WRITING,Meet John Doe,Robert Presnell,nominated,male,Meet John Doe,1941,3,0,33891,32574,5.85,14-03-1941,2000000,7.4,171,0,6.67,Romance,Frank Capra Productions,United States of America
1941,WRITING,Meet John Doe,Robert Presnell,nominated,male,Meet John Doe,1941,3,0,33891,32574,5.85,14-03-1941,2000000,7.4,171,0,6.67,Romance,Warner Bros. Pictures,United States of America
1941,FILM EDITING,How Green Was My Valley,James B. Clark,nominated,male,How Green Was My Valley,1941,3,0,33729,43266,7.25,28-10-1941,6000000,7.2,282,1250000,7.14,Drama,20th Century Fox,United States of America
1941,FILM EDITING,How Green Was My Valley,James B. Clark,nominated,male,How Green Was My Valley,1941,3,0,33729,43266,7.25,28-10-1941,6000000,7.2,282,1250000,7.14,History,20th Century Fox,United States of America
1941,FILM EDITING,How Green Was My Valley,James B. Clark,nominated,male,How Green Was My Valley,1941,3,0,33729,43266,7.25,28-10-1941,6000000,7.2,282,1250000,7.14,Family,20th Century Fox,United States of America
1941,CINEMATOGRAPHY,How Green Was My Valley,Arthur Miller,winner,male,How Green Was My Valley,1941,3,0,33729,43266,7.25,28-10-1941,6000000,7.2,282,1250000,7.14,Drama,20th Century Fox,United States of America
1941,CINEMATOGRAPHY,How Green Was My Valley,Arthur Miller,winner,male,How Green Was My Valley,1941,3,0,33729,43266,7.25,28-10-1941,6000000,7.2,282,1250000,7.14,History,20th Century Fox,United States of America
1941,CINEMATOGRAPHY,How Green Was My Valley,Arthur Miller,winner,male,How Green Was My Valley,1941,3,0,33729,43266,7.25,28-10-1941,6000000,7.2,282,1250000,7.14,Family,20th Century Fox,United States of America
1941,DIRECTING,How Green Was My Valley,John Ford,winner,male,How Green Was My Valley,1941,3,0,33729,43266,7.25,28-10-1941,6000000,7.2,282,1250000,7.14,Drama,20th Century Fox,United States of America
1941,DIRECTING,How Green Was My Valley,John Ford,winner,male,How Green Was My Valley,1941,3,0,33729,43266,7.25,28-10-1941,6000000,7.2,282,1250000,7.14,History,20th Century Fox,United States of America
1941,DIRECTING,How Green Was My Valley,John Ford,winner,male,How Green Was My Valley,1941,3,0,33729,43266,7.25,28-10-1941,6000000,7.2,282,1250000,7.14,Family,20th Century Fox,United States of America
1941,WRITING,How Green Was My Valley,Philip Dunne,nominated,male,How Green Was My Valley,1941,3,0,33729,43266,7.25,28-10-1941,6000000,7.2,282,1250000,7.14,Drama,20th Century Fox,United States of America
1941,WRITING,How Green Was My Valley,Philip Dunne,nominated,male,How Green Was My Valley,1941,3,0,33729,43266,7.25,28-10-1941,6000000,7.2,282,1250000,7.14,History,20th Century Fox,United States of America
1941,WRITING,How Green Was My Valley,Philip Dunne,nominated,male,How Green Was My Valley,1941,3,0,33729,43266,7.25,28-10-1941,6000000,7.2,282,1250000,7.14,Family,20th Century Fox,United States of America
1942,WRITING,Woman of the Year,Ring Lardner,winner,male,Woman of the Year,1942,3,0,35567,20640,9.14,05-02-1942,0,6.9,102,3000000,0,Comedy,Metro-Goldwyn-Mayer,United States of America
1942,WRITING,Woman of the Year,Ring Lardner,winner,male,Woman of the Year,1942,3,0,35567,20640,9.14,05-02-1942,0,6.9,102,3000000,0,Drama,Metro-Goldwyn-Mayer,United States of America
1942,WRITING,Woman of the Year,Ring Lardner,winner,male,Woman of the Year,1942,3,0,35567,20640,9.14,05-02-1942,0,6.9,102,3000000,0,Romance,Metro-Goldwyn-Mayer,United States of America
1942,WRITING,Woman of the Year,Michael Kanin,winner,male,Woman of the Year,1942,3,0,35567,20640,9.14,05-02-1942,0,6.9,102,3000000,0,Comedy,Metro-Goldwyn-Mayer,United States of America
1942,WRITING,Woman of the Year,Michael Kanin,winner,male,Woman of the Year,1942,3,0,35567,20640,9.14,05-02-1942,0,6.9,102,3000000,0,Drama,Metro-Goldwyn-Mayer,United States of America
1942,WRITING,Woman of the Year,Michael Kanin,winner,male,Woman of the Year,1942,3,0,35567,20640,9.14,05-02-1942,0,6.9,102,3000000,0,Romance,Metro-Goldwyn-Mayer,United States of America
1935,WRITING,Mutiny on the Bounty,Talbot Jennings,nominated,male,Mutiny on the Bounty,1935,1,0,26752,12311,8.04,22-11-1935,4460000,7.4,233,1950000,13.33,Adventure,Metro-Goldwyn-Mayer,United States of America
1935,WRITING,Mutiny on the Bounty,Talbot Jennings,nominated,male,Mutiny on the Bounty,1935,1,0,26752,12311,8.04,22-11-1935,4460000,7.4,233,1950000,13.33,Drama,Metro-Goldwyn-Mayer,United States of America
1935,WRITING,Mutiny on the Bounty,Talbot Jennings,nominated,male,Mutiny on the Bounty,1935,1,0,26752,12311,8.04,22-11-1935,4460000,7.4,233,1950000,13.33,History,Metro-Goldwyn-Mayer,United States of America
1935,WRITING,Mutiny on the Bounty,Jules Furthman,nominated,male,Mutiny on the Bounty,1935,1,0,26752,12311,8.04,22-11-1935,4460000,7.4,233,1950000,13.33,Adventure,Metro-Goldwyn-Mayer,United States of America
1935,WRITING,Mutiny on the Bounty,Jules Furthman,nominated,male,Mutiny on the Bounty,1935,1,0,26752,12311,8.04,22-11-1935,4460000,7.4,233,1950000,13.33,Drama,Metro-Goldwyn-Mayer,United States of America
1935,WRITING,Mutiny on the Bounty,Jules Furthman,nominated,male,Mutiny on the Bounty,1935,1,0,26752,12311,8.04,22-11-1935,4460000,7.4,233,1950000,13.33,History,Metro-Goldwyn-Mayer,United States of America
1935,WRITING,Mutiny on the Bounty,Carey Wilson,nominated,male,Mutiny on the Bounty,1935,1,0,26752,12311,8.04,22-11-1935,4460000,7.4,233,1950000,13.33,Adventure,Metro-Goldwyn-Mayer,United States of America
1935,WRITING,Mutiny on the Bounty,Carey Wilson,nominated,male,Mutiny on the Bounty,1935,1,0,26752,12311,8.04,22-11-1935,4460000,7.4,233,1950000,13.33,Drama,Metro-Goldwyn-Mayer,United States of America
1935,WRITING,Mutiny on the Bounty,Carey Wilson,nominated,male,Mutiny on the Bounty,1935,1,0,26752,12311,8.04,22-11-1935,4460000,7.4,233,1950000,13.33,History,Metro-Goldwyn-Mayer,United States of America
1935,DIRECTING,Mutiny on the Bounty,Frank Lloyd,nominated,male,Mutiny on the Bounty,1935,1,0,26752,12311,8.04,22-11-1935,4460000,7.4,233,1950000,13.33,Adventure,Metro-Goldwyn-Mayer,United States of America
1935,DIRECTING,Mutiny on the Bounty,Frank Lloyd,nominated,male,Mutiny on the Bounty,1935,1,0,26752,12311,8.04,22-11-1935,4460000,7.4,233,1950000,13.33,Drama,Metro-Goldwyn-Mayer,United States of America
1935,DIRECTING,Mutiny on the Bounty,Frank Lloyd,nominated,male,Mutiny on the Bounty,1935,1,0,26752,12311,8.04,22-11-1935,4460000,7.4,233,1950000,13.33,History,Metro-Goldwyn-Mayer,United States of America
1935,FILM EDITING,Mutiny on the Bounty,Margaret Booth,nominated,female,Mutiny on the Bounty,1935,1,0,26752,12311,8.04,22-11-1935,4460000,7.4,233,1950000,13.33,Adventure,Metro-Goldwyn-Mayer,United States of America
1935,FILM EDITING,Mutiny on the Bounty,Margaret Booth,nominated,female,Mutiny on the Bounty,1935,1,0,26752,12311,8.04,22-11-1935,4460000,7.4,233,1950000,13.33,Drama,Metro-Goldwyn-Mayer,United States of America
1935,FILM EDITING,Mutiny on the Bounty,Margaret Booth,nominated,female,Mutiny on the Bounty,1935,1,0,26752,12311,8.04,22-11-1935,4460000,7.4,233,1950000,13.33,History,Metro-Goldwyn-Mayer,United States of America
1942,FILM EDITING,Mrs. Miniver,Harold F. Kress,nominated,male,Mrs. Miniver,1942,3,0,35093,27367,8.05,03-07-1942,13500000,7.1,181,1344000,4.55,Drama,Metro-Goldwyn-Mayer,United States of America
1942,FILM EDITING,Mrs. Miniver,Harold F. Kress,nominated,male,Mrs. Miniver,1942,3,0,35093,27367,8.05,03-07-1942,13500000,7.1,181,1344000,4.55,Romance,Metro-Goldwyn-Mayer,United States of America
1942,FILM EDITING,Mrs. Miniver,Harold F. Kress,nominated,male,Mrs. Miniver,1942,3,0,35093,27367,8.05,03-07-1942,13500000,7.1,181,1344000,4.55,War,Metro-Goldwyn-Mayer,United States of America
1942,WRITING,Mrs. Miniver,Arthur Wimperis,winner,male,Mrs. Miniver,1942,3,0,35093,27367,8.05,03-07-1942,13500000,7.1,181,1344000,4.55,Drama,Metro-Goldwyn-Mayer,United States of America
1942,WRITING,Mrs. Miniver,Arthur Wimperis,winner,male,Mrs. Miniver,1942,3,0,35093,27367,8.05,03-07-1942,13500000,7.1,181,1344000,4.55,Romance,Metro-Goldwyn-Mayer,United States of America
1942,WRITING,Mrs. Miniver,Arthur Wimperis,winner,male,Mrs. Miniver,1942,3,0,35093,27367,8.05,03-07-1942,13500000,7.1,181,1344000,4.55,War,Metro-Goldwyn-Mayer,United States of America
1942,WRITING,Mrs. Miniver,George Froeschel,winner,male,Mrs. Miniver,1942,3,0,35093,27367,8.05,03-07-1942,13500000,7.1,181,1344000,4.55,Drama,Metro-Goldwyn-Mayer,United States of America
1942,WRITING,Mrs. Miniver,George Froeschel,winner,male,Mrs. Miniver,1942,3,0,35093,27367,8.05,03-07-1942,13500000,7.1,181,1344000,4.55,Romance,Metro-Goldwyn-Mayer,United States of America
1942,WRITING,Mrs. Miniver,George Froeschel,winner,male,Mrs. Miniver,1942,3,0,35093,27367,8.05,03-07-1942,13500000,7.1,181,1344000,4.55,War,Metro-Goldwyn-Mayer,United States of America
1942,WRITING,Mrs. Miniver,James Hilton,winner,male,Mrs. Miniver,1942,3,0,35093,27367,8.05,03-07-1942,13500000,7.1,181,1344000,4.55,Drama,Metro-Goldwyn-Mayer,United States of America
1942,WRITING,Mrs. Miniver,James Hilton,winner,male,Mrs. Miniver,1942,3,0,35093,27367,8.05,03-07-1942,13500000,7.1,181,1344000,4.55,Romance,Metro-Goldwyn-Mayer,United States of America
1942,WRITING,Mrs. Miniver,James Hilton,winner,male,Mrs. Miniver,1942,3,0,35093,27367,8.05,03-07-1942,13500000,7.1,181,1344000,4.55,War,Metro-Goldwyn-Mayer,United States of America
1942,WRITING,Mrs. Miniver,Claudine West,winner,female,Mrs. Miniver,1942,3,0,35093,27367,8.05,03-07-1942,13500000,7.1,181,1344000,4.55,Drama,Metro-Goldwyn-Mayer,United States of America
1942,WRITING,Mrs. Miniver,Claudine West,winner,female,Mrs. Miniver,1942,3,0,35093,27367,8.05,03-07-1942,13500000,7.1,181,1344000,4.55,Romance,Metro-Goldwyn-Mayer,United States of America
1942,WRITING,Mrs. Miniver,Claudine West,winner,female,Mrs. Miniver,1942,3,0,35093,27367,8.05,03-07-1942,13500000,7.1,181,1344000,4.55,War,Metro-Goldwyn-Mayer,United States of America
1942,CINEMATOGRAPHY,Mrs. Miniver,Joseph Ruttenberg,winner,male,Mrs. Miniver,1942,3,0,35093,27367,8.05,03-07-1942,13500000,7.1,181,1344000,4.55,Drama,Metro-Goldwyn-Mayer,United States of America
1942,CINEMATOGRAPHY,Mrs. Miniver,Joseph Ruttenberg,winner,male,Mrs. Miniver,1942,3,0,35093,27367,8.05,03-07-1942,13500000,7.1,181,1344000,4.55,Romance,Metro-Goldwyn-Mayer,United States of America
1942,CINEMATOGRAPHY,Mrs. Miniver,Joseph Ruttenberg,winner,male,Mrs. Miniver,1942,3,0,35093,27367,8.05,03-07-1942,13500000,7.1,181,1344000,4.55,War,Metro-Goldwyn-Mayer,United States of America
1942,DIRECTING,Mrs. Miniver,William Wyler,winner,male,Mrs. Miniver,1942,3,0,35093,27367,8.05,03-07-1942,13500000,7.1,181,1344000,4.55,Drama,Metro-Goldwyn-Mayer,United States of America
1942,DIRECTING,Mrs. Miniver,William Wyler,winner,male,Mrs. Miniver,1942,3,0,35093,27367,8.05,03-07-1942,13500000,7.1,181,1344000,4.55,Romance,Metro-Goldwyn-Mayer,United States of America
1942,DIRECTING,Mrs. Miniver,William Wyler,winner,male,Mrs. Miniver,1942,3,0,35093,27367,8.05,03-07-1942,13500000,7.1,181,1344000,4.55,War,Metro-Goldwyn-Mayer,United States of America
1943,WRITING,Watch on the Rhine,Dashiell Hammett,nominated,male,Watch on the Rhine,1943,3,0,36515,68440,3.47,27-08-1943,0,6.8,26,0,13.33,Drama,Warner Bros. Pictures,United States of America
1943,WRITING,Watch on the Rhine,Dashiell Hammett,nominated,male,Watch on the Rhine,1943,3,0,36515,68440,3.47,27-08-1943,0,6.8,26,0,13.33,Thriller,Warner Bros. Pictures,United States of America
1943,WRITING,Shadow of a Doubt,Gordon McDonell,nominated,male,Shadow of a Doubt,1943,3,0,36342,21734,9.34,15-01-1943,0,7.6,738,0,12,Crime,Universal Pictures,United States of America
1943,WRITING,Shadow of a Doubt,Gordon McDonell,nominated,male,Shadow of a Doubt,1943,3,0,36342,21734,9.34,15-01-1943,0,7.6,738,0,12,Crime,Skirball Productions,United States of America
1943,WRITING,Shadow of a Doubt,Gordon McDonell,nominated,male,Shadow of a Doubt,1943,3,0,36342,21734,9.34,15-01-1943,0,7.6,738,0,12,Thriller,Universal Pictures,United States of America
1943,WRITING,Shadow of a Doubt,Gordon McDonell,nominated,male,Shadow of a Doubt,1943,3,0,36342,21734,9.34,15-01-1943,0,7.6,738,0,12,Thriller,Skirball Productions,United States of America
1944,WRITING,Double Indemnity,Billy Wilder,nominated,male,Double Indemnity,1944,3,0,36775,996,19.39,14-06-1944,2500000,8.2,1357,927262,6.9,Crime,Paramount,United States of America
1944,WRITING,Double Indemnity,Billy Wilder,nominated,male,Double Indemnity,1944,3,0,36775,996,19.39,14-06-1944,2500000,8.2,1357,927262,6.9,Drama,Paramount,United States of America
1944,WRITING,Double Indemnity,Billy Wilder,nominated,male,Double Indemnity,1944,3,0,36775,996,19.39,14-06-1944,2500000,8.2,1357,927262,6.9,Mystery,Paramount,United States of America
1944,WRITING,Double Indemnity,Billy Wilder,nominated,male,Double Indemnity,1944,3,0,36775,996,19.39,14-06-1944,2500000,8.2,1357,927262,6.9,Thriller,Paramount,United States of America
1944,WRITING,Double Indemnity,Raymond Chandler,nominated,male,Double Indemnity,1944,3,0,36775,996,19.39,14-06-1944,2500000,8.2,1357,927262,6.9,Crime,Paramount,United States of America
1944,WRITING,Double Indemnity,Raymond Chandler,nominated,male,Double Indemnity,1944,3,0,36775,996,19.39,14-06-1944,2500000,8.2,1357,927262,6.9,Drama,Paramount,United States of America
1944,WRITING,Double Indemnity,Raymond Chandler,nominated,male,Double Indemnity,1944,3,0,36775,996,19.39,14-06-1944,2500000,8.2,1357,927262,6.9,Mystery,Paramount,United States of America
1944,WRITING,Double Indemnity,Raymond Chandler,nominated,male,Double Indemnity,1944,3,0,36775,996,19.39,14-06-1944,2500000,8.2,1357,927262,6.9,Thriller,Paramount,United States of America
1944,CINEMATOGRAPHY,Double Indemnity,John Seitz,nominated,male,Double Indemnity,1944,3,0,36775,996,19.39,14-06-1944,2500000,8.2,1357,927262,6.9,Crime,Paramount,United States of America
1944,CINEMATOGRAPHY,Double Indemnity,John Seitz,nominated,male,Double Indemnity,1944,3,0,36775,996,19.39,14-06-1944,2500000,8.2,1357,927262,6.9,Drama,Paramount,United States of America
